day_of_year,hour,temp_mean,temp_min,temp_max,precip_mean,wind_mean
194,7,15.8,10.3,18.7,0.02,8.99
194,8,16.7,11.2,20.0,0.02,8.88
194,9,17.84,12.2,21.1,0.0,9.0
194,10,18.86,12.9,22.9,0.03,9.18
194,11,19.59,13.6,24.1,0.05,8.79
194,12,20.06,14.5,24.9,0.13,8.2
194,13,20.19,14.8,25.7,0.29,8.34
194,14,20.48,15.4,26.3,0.48,8.73
194,15,20.13,13.9,26.7,0.31,7.03
194,16,20.39,14.2,27.6,0.06,6.42
194,17,20.3,14.3,27.7,0.16,6.7
194,18,19.88,14.2,27.2,0.04,6.34
194,19,19.68,14.2,26.5,0.01,6.08
194,20,19.09,13.9,25.6,0.02,5.29
194,21,18.26,13.2,24.6,0.04,6.05
194,22,17.29,12.2,23.4,0.03,6.49
194,23,16.33,11.1,21.8,0.15,6.31
195,0,15.65,10.5,19.8,0.01,6.66
195,1,15.15,9.6,19.2,0.12,6.95
195,2,14.83,9.0,18.5,0.22,7.51
195,3,14.28,9.6,17.6,0.08,7.47
195,4,13.75,8.9,16.7,0.06,6.29
195,5,13.87,8.7,17.4,0.07,6.34
195,6,14.39,9.2,18.7,0.11,5.61
195,7,15.33,10.0,19.7,0.2,5.28
195,8,16.27,11.1,20.9,0.25,6.15
195,9,17.19,12.0,22.2,0.41,7.63
195,10,17.96,12.8,23.8,0.25,7.82
195,11,18.6,12.7,25.0,0.27,8.63
195,12,19.18,12.3,25.9,0.06,9.37
195,13,19.73,12.5,26.6,0.13,10.08
195,14,19.91,13.7,27.1,0.07,9.75
195,15,20.15,15.2,27.3,0.19,10.19
195,16,20.24,15.9,28.1,0.11,10.4
195,17,19.95,15.2,27.8,0.09,11.15
195,18,19.7,14.3,27.2,0.03,10.25
195,19,19.29,14.1,26.6,0.03,9.46
195,20,18.63,14.0,25.9,0.17,8.35
195,21,17.93,13.7,24.7,0.1,7.09
195,22,17.09,13.2,23.3,0.0,6.68
195,23,16.18,12.2,22.0,0.0,6.78
196,0,15.69,11.7,20.9,0.0,6.99
196,1,15.02,11.0,19.9,0.0,7.7
196,2,14.47,10.5,19.1,0.0,7.74
196,3,13.75,9.5,18.2,0.0,7.48
196,4,13.23,9.2,17.0,0.04,8.01
196,5,13.42,9.5,17.3,0.06,8.08
196,6,14.06,10.2,18.2,0.05,7.74
196,7,15.14,10.2,19.7,0.03,6.49
196,8,16.33,10.4,21.3,0.02,7.07
196,9,17.36,10.9,22.5,0.01,7.62
196,10,17.92,11.5,23.6,0.03,7.74
196,11,18.74,12.6,24.6,0.05,8.0
196,12,19.5,13.2,25.3,0.04,8.17
196,13,20.03,13.8,25.8,0.04,8.77
196,14,20.46,14.6,26.2,0.03,9.08
196,15,20.76,15.1,26.6,0.02,9.58
196,16,20.46,15.0,26.4,0.1,9.41
196,17,20.32,14.6,26.5,0.2,8.67
196,18,20.03,13.6,26.0,0.27,8.3
196,19,19.42,13.7,24.8,0.19,8.53
196,20,18.93,13.6,24.2,0.14,8.03
196,21,18.33,13.3,23.3,0.02,7.97
196,22,17.38,12.6,21.2,0.0,8.44
196,23,16.56,11.5,21.7,0.0,8.82
197,0,16.18,11.5,21.5,0.01,10.29
197,1,15.68,10.6,20.0,0.03,10.47
197,2,15.2,10.0,19.1,0.08,10.24
197,3,14.71,10.4,18.6,0.05,10.83
197,4,14.14,9.9,17.5,0.01,10.71
197,5,13.96,10.0,17.1,0.05,10.35
197,6,14.44,10.7,17.9,0.04,9.93
197,7,15.36,11.6,19.6,0.04,8.62
197,8,16.55,12.8,21.1,0.03,8.71
197,9,17.66,14.2,21.9,0.03,8.69
197,10,18.56,15.4,22.6,0.07,8.96
197,11,19.3,16.3,23.3,0.06,9.49
197,12,19.71,16.5,23.7,0.07,9.51
197,13,19.69,15.3,24.0,0.88,10.07
197,14,20.16,16.6,24.1,0.02,10.66
197,15,20.0,15.4,24.1,0.03,12.17
197,16,20.36,16.2,24.6,0.01,12.02
197,17,20.49,16.3,24.5,0.02,11.51
197,18,20.4,16.7,24.8,0.02,11.71
197,19,20.08,16.6,24.0,0.02,10.76
197,20,19.56,16.0,23.4,0.01,9.95
197,21,18.69,15.2,22.4,0.06,9.11
197,22,17.65,14.1,21.7,0.07,8.4
197,23,16.54,13.0,20.3,0.08,8.15
198,0,15.65,12.1,18.9,0.01,8.8
198,1,15.2,11.4,19.8,0.01,10.19
198,2,14.52,10.6,18.2,0.01,10.1
198,3,14.11,10.0,17.2,0.0,9.37
198,4,13.56,9.5,15.7,0.0,9.91
198,5,13.38,9.5,15.6,0.0,9.84
198,6,14.01,10.5,16.4,0.0,9.69
198,7,15.15,11.8,18.0,0.02,8.95
198,8,16.55,13.4,20.3,0.01,9.28
198,9,17.8,14.2,22.6,0.03,9.29
198,10,18.74,14.6,24.8,0.05,9.55
198,11,19.75,15.1,26.8,0.08,9.5
198,12,20.47,14.8,28.4,0.13,10.05
198,13,20.92,15.4,29.6,0.31,10.09
198,14,21.09,15.0,30.3,0.51,9.83
198,15,20.43,15.3,30.7,0.72,10.34
198,16,20.88,15.2,30.8,0.22,10.38
198,17,21.1,15.1,30.9,0.18,10.06
198,18,20.57,15.0,30.8,0.97,9.67
198,19,19.74,14.9,30.3,0.86,9.13
198,20,19.21,14.9,28.7,0.02,8.22
198,21,18.56,14.4,27.1,0.0,8.67
198,22,17.59,13.2,25.9,0.01,8.08
198,23,16.68,12.2,24.3,0.03,8.97
199,0,15.97,11.4,23.1,0.06,7.94
199,1,15.41,10.7,22.2,0.04,8.29
199,2,14.96,10.2,21.4,0.01,9.32
199,3,14.74,9.3,22.6,0.02,10.01
199,4,14.15,8.9,21.0,0.13,10.06
199,5,14.25,9.0,20.9,0.12,10.17
199,6,14.76,10.1,21.4,0.14,10.48
199,7,15.48,11.9,22.4,0.33,10.57
199,8,16.25,12.3,23.6,0.37,10.95
199,9,17.12,12.2,24.8,0.24,11.39
199,10,17.91,12.6,26.1,0.62,11.24
199,11,18.79,12.6,27.4,0.8,11.28
199,12,18.98,12.7,28.3,0.5,13.07
199,13,19.05,13.4,29.0,0.47,12.88
199,14,19.36,13.3,29.4,0.12,13.1
199,15,19.16,12.5,29.3,0.17,12.79
199,16,19.59,13.1,29.5,0.07,11.15
199,17,19.47,13.0,29.5,0.08,12.41
199,18,19.01,12.8,29.3,0.32,12.39
199,19,18.6,12.1,28.8,0.1,11.44
199,20,17.92,11.2,27.7,0.09,10.29
199,21,17.19,10.7,26.5,0.16,9.82
199,22,16.37,10.4,25.0,0.1,9.91
199,23,15.58,10.5,23.0,0.5,9.41
200,0,15.12,10.7,21.9,0.1,9.86
200,1,14.62,10.7,21.1,0.03,8.96
200,2,14.19,10.6,20.5,0.03,8.59
200,3,13.99,10.3,20.8,0.03,8.76
200,4,13.57,10.1,19.2,0.08,9.3
200,5,13.62,9.9,18.9,0.03,9.23
200,6,14.16,10.5,19.4,0.0,9.27
200,7,14.92,11.1,20.6,0.19,9.28
200,8,15.75,11.8,21.9,0.13,10.06
200,9,16.67,12.6,23.3,0.09,10.49
200,10,17.44,12.4,24.6,0.17,10.6
200,11,18.21,13.8,26.1,0.26,11.0
200,12,18.87,15.2,27.3,0.1,11.22
200,13,19.13,13.8,28.4,0.35,11.15
200,14,19.48,15.0,29.4,0.07,11.09
200,15,19.01,13.7,29.8,0.51,11.62
200,16,19.59,13.8,30.1,0.22,12.2
200,17,19.76,14.2,29.8,0.02,11.65
200,18,19.65,14.2,29.4,0.01,11.57
200,19,19.22,14.0,28.8,0.05,10.79
200,20,18.75,13.6,27.7,0.0,9.7
200,21,18.0,13.2,26.2,0.0,9.22
200,22,17.07,12.4,24.9,0.0,9.3
200,23,16.28,12.0,23.4,0.0,9.29
201,0,15.58,11.5,22.0,0.04,8.64
201,1,15.05,11.1,21.4,0.05,8.39
201,2,14.5,10.6,20.9,0.01,8.42
201,3,14.32,10.7,20.9,0.03,8.67
201,4,13.58,10.6,19.4,0.15,8.19
201,5,13.77,11.0,19.2,0.17,8.28
201,6,14.37,11.3,19.8,0.1,8.24
201,7,15.41,11.6,21.0,0.02,7.69
201,8,16.52,12.3,22.4,0.03,7.87
201,9,17.68,13.0,24.0,0.03,8.22
201,10,18.73,14.0,25.6,0.04,8.31
201,11,19.46,14.1,27.0,0.03,8.61
201,12,20.22,14.5,28.2,0.02,9.46
201,13,20.68,14.8,29.0,0.01,11.1
201,14,21.03,14.8,29.5,0.01,11.63
201,15,20.98,14.4,29.5,0.04,11.49
201,16,21.35,13.6,29.7,0.06,11.18
201,17,21.23,13.4,29.5,0.04,10.49
201,18,20.82,13.5,29.2,0.45,9.25
201,19,20.37,12.9,28.8,0.06,10.07
201,20,19.59,11.1,27.9,0.08,8.91
201,21,18.87,12.2,26.5,0.01,7.39
201,22,17.87,12.0,25.1,0.0,7.79
201,23,16.92,11.6,23.8,0.07,8.74
202,0,16.08,11.2,23.3,0.27,8.27
202,1,15.59,11.4,22.7,0.05,8.95
202,2,15.06,11.1,22.0,0.0,8.63
202,3,14.56,10.1,22.3,0.0,9.76
202,4,13.73,9.1,21.2,0.01,9.24
202,5,13.64,8.6,21.0,0.03,9.29
202,6,14.37,10.9,21.3,0.04,9.5
202,7,15.31,11.5,21.9,0.05,8.64
202,8,16.49,12.5,22.7,0.05,8.55
202,9,17.65,13.3,23.1,0.03,9.52
202,10,18.65,13.9,22.8,0.03,9.37
202,11,19.57,14.3,24.1,0.09,9.6
202,12,20.32,14.3,25.4,0.08,9.25
202,13,20.64,14.1,26.3,0.38,9.56
202,14,21.07,14.6,27.0,0.21,10.47
202,15,21.2,14.7,27.4,0.03,9.93
202,16,21.56,14.2,27.8,0.04,9.66
202,17,21.39,14.0,27.7,0.45,9.62
202,18,21.15,13.6,27.3,0.07,8.78
202,19,21.05,13.9,26.9,0.03,9.25
202,20,20.42,14.6,25.7,0.27,8.63
202,21,19.62,14.7,24.5,0.14,8.87
202,22,18.74,13.9,23.0,0.14,8.41
202,23,17.45,12.7,21.1,0.12,8.75
203,0,16.69,11.8,20.3,0.17,9.25
203,1,16.2,11.5,19.4,0.11,9.22
203,2,15.77,11.3,18.9,0.06,9.35
203,3,15.28,10.8,18.6,0.03,9.06
203,4,14.67,10.3,18.7,0.24,10.09
203,5,14.64,10.2,18.7,0.11,9.93
203,6,15.12,11.0,19.6,0.15,9.95
203,7,15.92,11.8,19.9,0.07,9.55
203,8,16.96,12.7,20.3,0.03,8.88
203,9,18.03,13.7,21.5,0.04,8.42
203,10,19.15,13.8,23.4,0.06,8.27
203,11,19.94,13.8,24.9,0.08,8.52
203,12,20.36,13.9,25.9,0.27,9.33
203,13,20.33,14.1,26.5,0.72,9.42
203,14,20.44,14.5,26.8,0.15,9.68
203,15,20.8,14.1,27.0,0.08,9.46
203,16,21.01,14.7,27.4,0.18,10.12
203,17,20.89,15.0,27.2,0.32,9.86
203,18,20.85,15.2,27.0,0.25,9.53
203,19,20.44,14.9,26.0,0.21,8.93
203,20,19.71,14.4,24.6,0.2,8.31
203,21,18.98,14.3,23.5,0.1,7.9
203,22,18.32,14.6,22.2,0.06,8.18
203,23,17.42,14.0,20.4,0.18,8.59
204,0,16.73,13.4,19.6,0.03,8.64
204,1,16.27,12.3,19.0,0.05,9.05
204,2,15.83,11.5,18.7,0.02,9.19
204,3,15.58,10.9,18.4,0.01,10.42
204,4,14.66,10.4,17.7,0.04,9.94
204,5,14.52,10.7,17.7,0.06,10.0
204,6,14.89,11.3,17.9,0.03,10.12
204,7,15.72,11.9,18.5,0.01,9.37
204,8,16.76,12.6,20.3,0.01,9.15
204,9,17.76,13.0,21.8,0.0,8.39
204,10,18.81,13.2,23.4,0.01,8.17
204,11,19.58,13.3,24.7,0.02,7.89
204,12,20.33,14.0,25.6,0.07,8.79
204,13,20.75,14.3,26.2,0.09,10.02
204,14,20.79,13.9,26.3,0.15,10.58
204,15,20.77,14.1,26.3,0.13,10.08
204,16,20.71,13.7,26.9,0.1,9.95
204,17,20.46,13.8,26.8,0.08,9.3
204,18,20.27,14.0,26.7,0.18,8.48
204,19,19.92,14.1,26.2,0.18,8.26
204,20,19.29,14.1,24.8,0.09,8.92
204,21,18.52,13.7,23.2,0.01,9.19
204,22,17.73,13.1,21.9,0.0,8.77
204,23,17.0,12.8,20.9,0.0,9.02
205,0,16.56,12.2,21.0,0.0,9.05
205,1,16.04,11.5,21.2,0.0,9.14
205,2,15.6,11.0,20.7,0.0,9.26
205,3,15.09,10.3,19.7,0.0,9.16
205,4,14.04,9.3,17.3,0.0,9.0
205,5,14.13,10.1,17.1,0.0,8.77
205,6,14.69,11.0,17.6,0.0,8.68
205,7,15.92,12.4,19.1,0.0,7.93
205,8,17.2,13.6,20.8,0.01,7.76
205,9,18.46,14.2,22.6,0.01,8.3
205,10,19.49,14.8,24.2,0.03,8.81
205,11,20.18,15.2,25.4,0.01,9.25
205,12,20.76,15.4,26.2,0.04,9.39
205,13,21.23,15.2,27.0,0.02,9.73
205,14,21.36,15.2,27.2,0.05,10.4
205,15,21.17,14.0,27.7,0.0,9.66
205,16,21.47,14.7,28.2,0.01,9.5
205,17,21.36,14.7,27.5,0.1,10.03
205,18,21.09,15.4,27.3,0.0,9.96
205,19,20.65,15.1,26.8,0.0,9.68
205,20,20.02,14.4,26.5,0.06,9.14
205,21,19.11,13.9,24.8,0.0,8.37
205,22,18.22,13.5,24.1,0.0,7.91
205,23,17.33,12.7,22.7,0.0,7.88
206,0,16.66,12.0,21.8,0.0,7.81
206,1,16.14,11.9,20.9,0.0,7.92
206,2,15.82,11.8,20.2,0.0,8.3
206,3,15.36,11.6,19.0,0.0,8.6
206,4,14.82,11.7,18.8,0.0,8.24
206,5,14.71,11.6,18.3,0.01,8.29
206,6,15.16,11.9,18.5,0.02,8.43
206,7,16.19,12.0,19.9,0.06,8.16
206,8,17.49,12.0,21.7,0.04,7.99
206,9,18.85,13.1,23.7,0.03,8.39
206,10,19.94,13.6,25.4,0.18,9.01
206,11,20.86,14.3,26.7,0.09,9.31
206,12,21.52,14.2,27.8,0.17,10.67
206,13,22.01,14.3,28.0,0.1,11.53
206,14,22.4,14.3,28.1,0.08,11.63
206,15,22.76,15.1,28.5,0.05,11.27
206,16,23.03,15.7,28.3,0.05,10.94
206,17,22.75,13.9,28.0,0.18,10.2
206,18,22.59,13.9,27.8,0.14,8.96
206,19,22.05,13.9,27.2,0.1,8.8
206,20,21.3,13.8,26.1,0.16,7.86
206,21,20.33,13.6,24.9,0.11,8.82
206,22,19.15,13.5,23.4,0.08,8.54
206,23,18.39,13.4,22.6,0.1,7.22
207,0,17.72,13.2,22.1,0.15,8.24
207,1,17.28,13.2,21.7,0.23,8.89
207,2,17.01,12.5,21.4,0.3,8.7
207,3,16.71,12.1,21.0,0.21,9.31
207,4,15.98,11.7,19.8,0.33,9.07
207,5,15.81,11.6,19.5,0.38,8.42
207,6,16.26,12.1,20.0,0.08,8.21
207,7,17.2,13.2,21.1,0.04,7.38
207,8,18.29,13.8,22.0,0.09,7.08
207,9,19.51,14.5,23.3,0.08,6.93
207,10,20.71,15.6,24.4,0.01,7.0
207,11,21.81,16.5,25.7,0.03,7.85
207,12,22.85,17.0,26.7,0.01,8.73
207,13,23.09,17.1,27.2,0.03,9.21
207,14,22.56,17.3,27.7,0.37,9.39
207,15,22.31,16.9,27.9,0.05,9.83
207,16,22.47,18.0,27.8,0.11,9.75
207,17,22.31,18.5,27.7,0.15,9.59
207,18,22.14,18.3,27.3,0.03,9.5
207,19,21.71,18.2,26.8,0.2,8.72
207,20,21.23,17.7,25.9,0.07,7.5
207,21,20.36,16.8,24.8,0.06,7.46
207,22,19.27,15.4,23.3,0.27,7.6
207,23,18.39,14.4,21.6,0.25,8.04
208,0,17.89,13.8,21.0,0.23,9.17
208,1,17.52,13.2,21.1,0.03,8.81
208,2,16.88,12.8,20.3,0.01,8.15
208,3,16.51,12.4,19.0,0.0,8.2
208,4,15.58,11.5,18.7,0.0,8.72
208,5,15.47,11.6,18.6,0.0,9.14
208,6,15.98,12.4,19.4,0.04,9.04
208,7,16.97,13.9,20.7,0.13,8.53
208,8,18.21,15.5,22.1,0.02,8.07
208,9,19.4,16.9,23.4,0.37,8.11
208,10,20.2,16.2,24.5,0.73,8.98
208,11,21.01,17.7,25.4,0.19,8.75
208,12,21.84,17.6,26.2,0.06,8.22
208,13,22.51,19.3,27.1,0.02,8.02
208,14,23.11,19.6,27.7,0.0,7.46
208,15,23.42,19.7,28.0,0.01,8.3
208,16,23.43,19.9,28.1,0.06,8.68
208,17,22.96,18.7,27.9,0.12,8.62
208,18,22.52,17.3,27.1,0.03,9.21
208,19,22.09,16.9,26.2,0.01,8.18
208,20,21.55,16.9,25.3,0.01,7.25
208,21,20.57,16.2,23.9,0.0,7.06
208,22,19.58,15.5,22.4,0.0,7.82
208,23,18.57,15.1,21.3,0.0,7.39
209,0,17.85,15.0,20.6,0.02,7.65
209,1,17.26,13.8,20.5,0.12,8.52
209,2,17.07,14.0,21.2,0.12,9.47
209,3,16.89,14.4,21.3,0.1,10.19
209,4,16.01,13.2,19.2,0.0,10.29
209,5,15.67,13.1,18.2,0.0,10.02
209,6,15.96,13.6,18.9,0.0,9.32
209,7,16.53,14.0,19.1,0.0,9.6
209,8,17.34,14.1,20.0,0.01,9.2
209,9,18.39,14.5,21.7,0.0,8.96
209,10,19.41,15.1,23.6,0.01,9.4
209,11,20.42,15.5,25.0,0.01,9.21
209,12,20.86,15.4,25.5,0.28,9.74
209,13,21.56,15.5,26.2,0.01,9.66
209,14,22.14,15.7,26.6,0.01,9.83
209,15,22.31,15.9,26.8,0.0,11.17
209,16,21.84,16.0,26.7,0.07,10.51
209,17,21.23,16.2,26.3,0.54,9.99
209,18,20.84,16.0,26.0,0.32,8.09
209,19,20.55,15.7,25.4,0.08,8.52
209,20,19.9,15.2,24.1,0.04,8.23
209,21,18.92,14.7,22.5,0.12,8.37
209,22,18.0,14.3,20.8,0.1,7.93
209,23,17.32,13.7,20.1,0.07,8.66
210,0,16.74,13.3,19.6,0.07,8.32
210,1,16.37,12.3,19.4,0.2,8.67
210,2,16.08,12.3,19.1,0.32,9.32
210,3,15.82,10.8,19.0,0.36,9.96
210,4,15.16,10.1,18.5,0.29,10.46
210,5,15.07,10.4,18.7,0.39,10.52
210,6,15.42,11.4,19.1,0.16,10.63
210,7,16.15,11.8,19.8,0.07,10.86
210,8,17.1,12.3,20.9,0.04,10.63
210,9,17.88,12.1,22.2,0.01,10.19
210,10,18.82,12.5,23.6,0.03,10.32
210,11,19.69,13.1,24.9,0.0,10.86
210,12,20.03,13.0,26.1,0.07,11.31
210,13,20.7,12.4,27.0,0.05,11.5
210,14,20.31,12.0,27.7,0.3,12.7
210,15,20.21,12.3,28.2,0.91,12.42
210,16,19.86,12.4,28.4,0.25,11.68
210,17,19.72,12.1,28.3,0.3,11.81
210,18,19.66,12.6,27.9,0.28,11.32
210,19,19.05,12.4,27.1,0.28,10.03
210,20,18.71,12.3,26.0,0.06,9.48
210,21,18.22,12.0,24.5,0.03,9.06
210,22,17.63,11.7,23.9,0.02,9.84
210,23,16.93,11.0,23.1,0.03,10.38
211,0,16.31,10.1,22.5,0.03,10.76
211,1,15.73,9.2,22.2,0.14,11.14
211,2,15.25,8.7,21.9,0.17,11.21
211,3,15.08,8.1,21.4,0.04,11.52
211,4,14.72,8.1,21.4,0.01,12.18
211,5,14.59,8.4,21.0,0.11,11.98
211,6,15.01,8.7,21.2,0.02,11.63
211,7,15.72,9.4,21.7,0.01,11.52
211,8,16.7,10.2,22.7,0.01,11.86
211,9,17.53,10.4,23.9,0.01,12.68
211,10,18.35,10.6,25.0,0.01,12.45
211,11,18.98,11.0,26.2,0.03,12.5
211,12,19.5,11.7,27.2,0.1,12.41
211,13,19.58,12.3,28.4,0.19,12.99
211,14,19.71,12.5,29.3,0.42,13.4
211,15,19.03,11.6,30.0,0.47,11.82
211,16,18.91,12.4,30.4,0.36,10.96
211,17,19.06,13.3,30.3,0.33,11.36
211,18,19.01,13.2,30.1,0.46,11.35
211,19,18.76,13.2,29.5,0.36,10.5
211,20,18.26,13.3,28.3,0.22,9.97
211,21,17.71,12.9,27.0,0.13,9.48
211,22,16.93,11.9,25.5,0.09,9.18
211,23,16.22,10.9,24.2,0.01,9.08
212,0,15.72,10.1,23.2,0.01,8.43
212,1,15.18,9.4,22.3,0.04,9.08
212,2,14.88,8.7,21.8,0.03,8.67
212,3,14.49,7.8,21.8,0.01,9.28
212,4,13.87,7.2,20.3,0.01,9.28
212,5,13.68,7.1,20.0,0.0,9.42
212,6,14.1,7.6,20.6,0.0,9.14
212,7,14.9,8.2,21.6,0.0,9.42
212,8,15.88,8.7,23.0,0.01,8.81
212,9,16.96,9.6,24.4,0.06,9.09
212,10,17.92,10.6,25.9,0.14,8.62
212,11,18.92,11.4,27.6,0.21,8.54
212,12,19.63,12.6,28.9,0.27,8.4
212,13,20.33,13.7,29.6,0.02,8.84
212,14,20.8,14.1,30.1,0.02,9.1
212,15,20.35,11.7,30.3,0.06,8.35
212,16,20.85,12.1,31.2,0.08,8.22
212,17,20.85,12.4,30.6,0.1,8.26
212,18,20.39,12.8,30.2,0.23,8.33
212,19,19.89,12.8,29.9,0.02,9.01
212,20,18.98,12.9,28.8,0.14,6.56
212,21,18.29,12.6,27.1,0.06,6.9
212,22,17.52,12.2,25.6,0.04,7.86
212,23,16.71,11.7,24.1,0.29,7.73
213,0,16.14,11.0,23.2,0.43,7.67
213,1,15.6,10.2,22.1,0.14,8.64
213,2,14.89,9.0,21.2,0.29,8.05
213,3,14.37,8.8,20.5,0.26,8.53
213,4,13.82,8.5,19.1,0.07,8.58
213,5,13.66,8.2,19.1,0.42,8.49
213,6,14.17,9.5,19.8,0.03,7.92
213,7,15.07,11.3,21.0,0.09,7.61
213,8,16.25,13.2,22.2,0.11,7.38
213,9,17.43,15.1,23.5,0.15,8.34
213,10,18.72,15.6,25.0,0.05,10.04
213,11,19.75,15.7,25.7,0.07,10.28
213,12,20.29,16.2,25.8,0.04,10.56
213,13,20.4,16.7,26.3,0.13,10.81
213,14,20.82,16.9,26.8,0.12,11.88
213,15,20.64,16.6,27.0,0.09,11.56
213,16,20.98,16.4,27.7,0.05,11.05
213,17,20.84,16.5,27.8,0.06,10.35
213,18,20.3,16.1,27.1,0.12,9.15
213,19,19.86,16.5,26.4,0.15,7.44
213,20,19.2,16.2,25.6,0.24,7.36
213,21,18.29,14.9,24.5,0.06,7.61
213,22,17.48,13.4,23.6,0.06,7.43
213,23,16.79,11.6,23.1,0.14,7.08
214,0,16.22,10.9,22.4,0.31,7.43
214,1,15.8,10.4,21.6,0.14,7.41
214,2,15.46,9.6,21.3,0.05,8.09
214,3,15.1,10.3,20.3,0.01,9.36
214,4,14.7,10.2,20.2,0.01,9.17
214,5,14.52,10.0,19.9,0.01,9.15
214,6,14.9,10.8,20.2,0.0,9.88
214,7,15.59,10.9,21.4,0.01,9.41
214,8,16.35,10.9,22.8,0.02,9.48
214,9,17.16,11.3,23.4,0.06,9.29
214,10,18.27,12.3,24.7,0.01,10.2
214,11,19.01,12.9,25.7,0.04,10.32
214,12,19.74,13.5,26.8,0.1,11.1
214,13,20.02,13.7,27.7,0.09,11.12
214,14,20.11,13.7,27.8,0.76,11.24
214,15,19.63,12.0,28.0,1.08,9.68
214,16,19.89,12.2,28.4,0.08,10.12
214,17,19.69,12.4,28.8,0.24,10.07
214,18,18.48,12.3,25.9,0.37,10.78
214,19,17.92,12.1,24.9,0.1,10.11
214,20,17.56,12.0,24.6,0.31,9.65
214,21,17.03,11.3,23.8,0.04,8.94
214,22,16.35,10.8,22.7,0.13,9.34
214,23,15.7,10.4,21.5,0.15,10.4
215,0,15.14,9.6,20.8,0.14,9.84
215,1,14.67,9.2,20.4,0.12,9.12
215,2,14.3,8.9,19.8,0.07,9.96
215,3,14.02,8.5,19.9,0.13,10.21
215,4,13.54,8.1,19.4,0.03,11.02
215,5,13.35,8.1,19.1,0.13,10.87
215,6,13.65,8.3,19.2,0.06,10.69
215,7,14.23,8.8,19.7,0.04,11.05
215,8,14.84,9.7,19.6,0.22,11.47
215,9,15.41,10.6,19.8,0.2,12.45
215,10,15.99,10.8,21.1,0.23,12.13
215,11,16.56,11.1,21.9,0.16,12.6
215,12,17.43,11.3,22.6,0.15,12.42
215,13,17.98,12.5,22.9,0.32,12.66
215,14,18.4,12.6,23.2,0.13,12.62
215,15,18.29,11.7,23.1,0.21,11.82
215,16,18.29,11.3,22.9,0.38,11.95
215,17,18.26,11.1,22.9,0.27,11.3
215,18,18.14,10.8,22.3,0.44,11.83
215,19,17.96,11.0,21.8,0.04,11.14
215,20,17.51,11.2,21.3,0.18,10.0
215,21,16.95,10.9,20.4,0.08,9.21
215,22,16.14,10.5,19.2,0.02,9.79
215,23,15.54,10.0,18.2,0.17,9.79
216,0,15.15,9.6,18.2,0.16,9.66
216,1,14.87,9.2,18.4,0.07,10.64
216,2,14.62,9.2,18.5,0.09,9.72
216,3,14.41,8.3,17.9,0.1,10.98
216,4,13.8,7.9,17.4,0.08,11.72
216,5,13.63,7.8,17.3,0.05,12.1
216,6,13.83,7.9,17.4,0.15,12.34
216,7,14.48,8.6,18.0,0.06,12.26
216,8,15.42,9.7,18.7,0.01,12.43
216,9,16.26,10.7,19.5,0.15,12.71
216,10,17.12,11.5,21.3,0.11,12.67
216,11,17.92,13.0,22.6,0.09,12.61
216,12,18.63,14.3,23.6,0.24,13.26
216,13,18.88,14.7,24.4,0.99,14.21
216,14,19.28,14.9,25.2,0.05,15.47
216,15,19.33,14.4,25.7,0.06,15.36
216,16,19.52,14.9,26.2,0.12,15.83
216,17,19.45,15.4,26.3,0.12,15.08
216,18,19.24,15.0,25.3,0.07,14.4
216,19,18.6,15.0,23.6,0.04,12.77
216,20,18.11,14.9,23.1,0.05,11.62
216,21,17.43,14.6,22.5,0.02,10.99
216,22,16.69,14.4,22.1,0.03,10.85
216,23,16.1,13.8,21.8,0.03,10.92
217,0,15.43,11.7,21.2,0.05,10.49
217,1,15.01,10.3,20.7,0.13,10.86
217,2,14.53,9.2,20.1,0.03,11.54
217,3,14.36,8.9,19.5,0.06,11.5
217,4,13.69,8.0,18.1,0.07,11.23
217,5,13.44,7.2,17.8,0.19,11.56
217,6,13.61,7.3,18.1,0.03,11.5
217,7,14.37,7.9,19.0,0.02,11.07
217,8,15.48,8.7,20.2,0.03,10.7
217,9,16.58,9.8,21.3,0.03,11.09
217,10,17.78,11.1,22.9,0.03,11.54
217,11,18.43,12.2,24.0,0.02,11.94
217,12,19.08,13.2,24.9,0.53,13.8
217,13,19.48,14.1,25.3,0.01,13.13
217,14,19.69,14.9,24.4,0.34,13.71
217,15,19.03,15.2,23.2,0.68,13.12
217,16,18.99,15.4,22.7,0.24,12.12
217,17,18.77,15.2,22.3,0.17,11.69
217,18,18.58,15.5,21.9,0.19,11.66
217,19,18.03,14.5,21.3,0.09,10.7
217,20,17.18,13.3,20.4,0.89,10.77
217,21,16.34,11.9,19.2,0.53,8.8
217,22,15.45,10.2,17.7,0.13,8.46
217,23,14.87,9.3,17.3,0.25,8.24
218,0,14.22,7.9,17.3,0.39,9.6
218,1,13.95,8.2,17.4,0.62,9.41
218,2,13.48,6.9,17.2,0.84,9.23
218,3,12.96,6.0,15.9,1.47,8.88
218,4,12.32,5.7,15.1,0.11,9.51
218,5,11.86,5.1,14.9,0.1,9.75
218,6,12.1,6.6,14.9,0.02,9.36
218,7,12.93,8.4,15.1,0.08,9.15
218,8,14.05,10.1,15.6,0.25,8.45
218,9,15.23,11.3,17.1,0.19,9.27
218,10,16.29,12.7,18.7,0.35,9.29
218,11,17.21,14.0,19.9,0.31,10.11
